Date,DPT,AP,WS,WSD,RH,LST
2003-01-01,7.1009577941021575,941.9613232235826,0.608895889251961,327.5050709441836,91.11471010459738,34.246203991212205
2003-01-02,10.484795780548325,942.6754331407528,3.006925443465154,290.31093680858663,91.93463074601908,35.734294020046434
2003-01-03,12.606104291470672,942.8814568398795,2.872019836836199,279.92100960307005,92.39300681809183,32.59096009955745
2003-01-04,12.646416852899051,943.009226742896,2.678421512298809,274.9525842255888,92.3125937525661,35.4356189100977
2003-01-05,13.066705932391017,943.7625272597097,3.1049616420163026,275.25716995146365,92.56945837838938,34.2353474201423
2003-01-06,12.586429311214204,944.2876137369702,3.033890645586928,264.2278219217227,91.58247611747953,38.27085177530349
2003-01-07,12.49842302536581,943.7097962130404,2.4992504317446014,262.05447663676176,91.70579742603428,36.98455045768343
2003-01-08,12.139468023404675,942.022707481,2.427421150647056,278.38026978043354,91.38249952624633,36.39324941059983
2003-01-09,12.857384577700202,942.7528847604892,2.5130964685866855,271.5003651168122,91.87913844236049,33.06670253162586
2003-01-10,13.581932534430848,943.5838573937972,2.67933161677357,272.89006421310347,92.77893675351307,31.93422604029638
2003-01-11,13.178212780322553,943.9710541210932,2.8451819059858083,272.11433971321264,92.48712922717046,33.83083827946397
2003-01-12,13.090854019508413,944.1631573087784,3.1745261741358575,263.054964105626,92.33324760015977,32.81306519787179
2003-01-13,13.664762300940538,944.1339002747693,2.667936899856504,258.79596960067454,93.2742909240236,33.34087516062365
2003-01-14,12.94772438561239,944.4591601516724,3.3421246211415707,257.0612257929399,92.74461930877801,31.858173551920515
2003-01-15,10.60092745181106,945.0966872195823,3.4138284311029454,262.39601502781534,91.2620028669513,33.852334277311044
2003-01-16,4.050050192386436,944.3071578340778,2.987474494924957,257.2796356390278,87.3795464319117,37.780586489811235
2003-01-17,1.951223003362827,944.2016747994852,3.1158551952956386,269.6157212921928,86.30544747057257,36.9806652671864
2003-01-18,5.537309189865994,944.0477567803159,3.0057547756366616,263.92456047924617,88.01929600810871,38.218609122872905
2003-01-19,10.106369702167456,942.8799421897004,2.633925339790511,290.2496518541768,90.83550113792684,34.26014553673131
2003-01-20,11.916140649155295,941.910750835715,2.604090602474999,280.4303678466281,91.676143083898,38.38853506737306
2003-01-21,12.970147912873415,942.0059673945251,2.6531926243697357,287.713144289233,91.60157547695351,35.77208635144435
2003-01-22,13.11700849678914,940.9963781869436,2.590119239137504,275.48226376838755,91.81392261863023,36.818251752468846
2003-01-23,10.77582271659577,939.3591728617378,1.8786268289771826,281.2927166315029,90.28081272704628,39.90922996724719
2003-01-24,5.983915391035282,938.6919653445739,1.3981896379255825,283.8774732059237,87.23059334922438,35.518677460160156
2003-01-25,7.256378868046397,939.8657069896124,2.7376101239604647,288.73842821725236,87.81260992913579,33.88704776006484
2003-01-26,10.884388057238482,941.4318155668691,2.85292384169984,283.1134840392126,89.53385606584754,39.07189583175915
2003-01-27,14.24299756462051,941.559158995654,2.7415512892843856,277.7304815078568,92.03870045268876,39.379882880329625
2003-01-28,13.58568505396687,941.622671602952,2.4463524471940006,272.03929468111653,92.38884402573693,35.9406692191648
2003-01-29,9.513933218693808,942.2356598967729,1.9566991093677308,267.82256018281186,89.82441937295042,40.21053276149611
2003-01-30,9.172345606782642,941.680820552894,2.0148829258593,264.80540485175095,89.26377332604336,39.648991852202684
2003-01-31,8.67786248759802,941.676773327188,1.9420739273861376,282.7506758209473,88.53851269830817,43.411077862794784
2003-02-01,11.541513075658372,941.8828420999135,2.869665708156074,309.41970504750606,90.90286454447,39.13550931301117
2003-02-02,13.556799676418962,942.8133300640312,2.7282544028794433,303.2089878365892,92.33392023028402,40.52930642301371
2003-02-03,13.359704822488993,941.7853379331405,2.4903918055877696,289.7909209747839,92.12728045604717,41.00103275827836
2003-02-04,12.97186901062156,941.7042017795679,2.205862806558506,286.11652201704584,92.10101313879012,36.91358925214404
2003-02-05,13.022819331454969,941.6999871371836,3.045921596925977,268.1357172564957,91.33335214497332,44.092348845762466
2003-02-06,13.410127226007091,941.2543100844114,2.79950111920797,271.8240088503774,91.36922295532588,37.499686606678196
2003-02-07,12.03611508578615,939.9168520694637,2.3214408551896324,270.29927253170285,90.63782646029776,40.70407549565985
2003-02-08,8.4316255606563,938.474471165326,2.1865916406492625,297.8658617291127,88.60204449982962,39.95944352424941
2003-02-09,7.111210754400474,937.8611638969971,2.2204681541906255,298.77792623041034,87.99843560041862,42.97127493256261
2003-02-10,8.478199951925205,938.427645005282,3.098185960367234,294.01602155658014,88.4241724718303,43.760050288806674
2003-02-11,9.151595880139098,939.3312126253597,3.042644822486044,289.077788344894,88.28309417225147,42.551988228920116
2003-02-12,9.955542407522444,939.6863345035522,2.1107388502744397,291.8730519625701,88.75222662823838,45.31005301800772
2003-02-13,9.324506540601647,939.7485230562136,1.6786853654856277,334.37419149332374,88.4985819035351,40.69595162949983
